"(u'phone', u'call')",17
"(u'hotel', u'like')",17
"(u'like', u'hotel')",17
"(u'recommend', u'staying')",16
"(u'treated', u'like')",16
"(u'said', u'would')",16
"(u'art', u'institute')",16
"(u'upon', u'entering')",16
"(u'room', u'large')",16
"(u'four', u'seasons')",16
"(u'great', u'service')",16
"(u'great', u'time')",16
"(u'chicago', u'last')",16
"(u'hotel', u'last')",16
"(u'hotel', u'perfect')",16
"(u'find', u'room')",16
"(u'hotel', u'even')",16
"(u'across', u'street')",16
"(u'great', u'views')",16
"(u'get', u'better')",16
"(u'find', u'reservation')",16
"(u'corner', u'room')",16
"(u'stayed', u'hard')",16
"(u'stay', u'stayed')",16
"(u'minutes', u'later')",16
"(u'rooms', u'small')",16
"(u'every', u'morning')",16
"(u'complimentary', u'breakfast')",16
"(u'anyone', u'looking')",16
"(u'call', u'back')",16
"(u'room', u'available')",16
"(u'free', u'breakfast')",16
"(u'speed', u'internet')",16
"(u'overall', u'would')",16
"(u'seemed', u'like')",16
"(u'room', u'comfortable')",16
"(u'one', u'thing')",16
"(u'next', u'visit')",16
"(u'first', u'room')",16
"(u'stay', u'talbott')",16
"(u'spacious', u'clean')",16
"(u'late', u'night')",15
"(u'many', u'hotels')",15
"(u'stayed', u'fairmont')",15
"(u'cleaning', u'staff')",15
"(u'king', u'room')",15
"(u'king', u'sized')",15
"(u'recent', u'stay')",15
"(u'great', u'food')",15
"(u'nice', u'place')",15
"(u'living', u'room')",15
"(u'service', u'good')",15
"(u'night', u'room')",15
"(u'long', u'day')",15
"(u'chicago', u'hilton')",15
"(u'hotel', u'experience')",15
"(u'hotels', u'stayed')",15
"(u'arrived', u'room')",15
"(u'told', u'would')",15
"(u'chicago', u'definitely')",15
"(u'extremely', u'rude')",15
"(u'last', u'year')",15
"(u'free', u'wi')",15
"(u'old', u'hotel')",15
"(u'took', u'minutes')",15
"(u'price', u'paid')",15
"(u'coffee', u'maker')",15
"(u'overall', u'experience')",15
"(u'upon', u'check')",15
"(u'room', u'made')",15
"(u'stay', u'fairmont')",15
"(u'different', u'hotel')",15
"(u'blocks', u'away')",15
"(u'nice', u'room')",15
"(u'time', u'hotel')",15
"(u'hotel', u'much')",14
"(u'requested', u'room')",14
"(u'cab', u'ride')",14
"(u'hotel', u'could')",14
"(u'different', u'room')",14
"(u'bed', u'bugs')",14
"(u'definitely', u'staying')",14
"(u'staff', u'hotel')",14
"(u'helpful', u'friendly')",14
"(u'two', u'hours')",14
"(u'business', u'meeting')",14
"(u'wonderful', u'experience')",14
"(u'day', u'stay')",14
"(u'take', u'care')",14
"(u'everything', u'else')",14
"(u'hotel', u'definitely')",14
"(u'location', u'close')",14
"(u'would', u'nice')",14
"(u'thought', u'would')",14
"(u'going', u'back')",14
"(u'home', u'away')",14
"(u'feel', u'welcome')",14
"(u'check', u'room')",14
"(u'park', u'hotel')",14
"(u'room', u'king')",14
"(u'half', u'hour')",14
"(u'disappointed', u'stay')",14
"(u'conveniently', u'located')",14
"(u'hotels', u'ever')",14
"(u'nice', u'enough')",14
"(u'hotel', u'business')",14
"(u'leave', u'hotel')",14
"(u'wonderful', u'hotel')",14
"(u'night', u'sleep')",14
"(u'told', u'room')",14
"(u'hotel', u'website')",14
"(u'last', u'time')",14
"(u'housekeeping', u'staff')",14
"(u'someone', u'else')",14
"(u'stay', u'away')",14
"(u'room', u'huge')",13
"(u'four', u'star')",13
"(u'hotel', u'lobby')",13
"(u'great', u'rate')",13
"(u'would', u'take')",13
"(u'made', u'reservations')",13
"(u'average', u'hotel')",13
"(u'hotel', u'next')",13
"(u'stayed', u'chicago')",13
"(u'room', u'dirty')",13
"(u'overall', u'hotel')",13
"(u'staff', u'excellent')",13
"(u'stayed', u'amalfi')",13
"(u'hotel', u'clean')",13
"(u'affinia', u'hotel')",13
"(u'stay', u'intercontinental')",13
"(u'hotel', u'well')",13
"(u'room', u'reserved')",13
"(u'water', u'pressure')",13
"(u'stay', u'one')",13
"(u'overall', u'great')",13
"(u'like', u'home')",13
"(u'room', u'key')",13
"(u'pay', u'extra')",13
"(u'saturday', u'night')",13
"(u'would', u'say')",13
"(u'great', u'room')",13
"(u'called', u'hotel')",13
"(u'one', u'would')",13
"(u'sub', u'par')",13
"(u'business', u'pleasure')",13
"(u'would', u'go')",13
"(u'chicago', u'husband')",13
"(u'stay', u'next')",13
"(u'took', u'forever')",13
"(u'minute', u'walk')",13
"(u'worst', u'hotel')",13
"(u'stay', u'husband')",13
"(u'boutique', u'hotel')",13
"(u'hours', u'later')",13
"(u'grant', u'park')",13
"(u'night', u'would')",13
"(u'per', u'day')",13
"(u'hotel', u'many')",13
"(u'day', u'weekend')",13
"(u'reserved', u'room')",13
"(u'excellent', u'service')",13
"(u'worth', u'money')",13
"(u'location', u'good')",13
"(u'room', u'bed')",13
"(u'looks', u'like')",13
"(u'years', u'ago')",13
"(u'upon', u'arriving')",13
"(u'excellent', u'location')",13
"(u'time', u'room')",12
"(u'phone', u'calls')",12
"(u'got', u'back')",12
"(u'us', u'feel')",12
"(u'get', u'back')",12
"(u'views', u'city')",12
"(u'hotel', u'recently')",12
"(u'look', u'forward')",12
"(u'service', u'staff')",12
"(u'trip', u'advisor')",12
"(u'definitely', u'return')",12
"(u'first', u'trip')",12
"(u'room', u'first')",12
"(u'hour', u'room')",12
"(u'last', u'weekend')",12
"(u'hotel', u'make')",12
"(u'went', u'chicago')",12
"(u'hotel', u'made')",12
"(u'one', u'hotel')",12
"(u'clean', u'rooms')",12
"(u'recommend', u'place')",12
"(u'check', u'desk')",12
"(u'room', u'went')",12
"(u'stay', u'sofitel')",12
"(u'stay', u'ambassador')",12
"(u'friendly', u'room')",12
"(u'stay', u'omni')",12
"(u'whole', u'time')",12
"(u'husband', u'recently')",12
"(u'second', u'night')",12
"(u'guest', u'rooms')",12
"(u'looking', u'hotel')",12
"(u'friendly', u'hotel')",12
"(u'stay', u'somewhere')",12
"(u'book', u'room')",12
"(u'staff', u'great')",12
"(u'right', u'away')",12
"(u'room', u'spa')",12
"(u'hotel', u'wonderful')",12
"(u'like', u'staying')",12
"(u'loved', u'hotel')",12
"(u'nothing', u'special')",12
"(u'looked', u'nice')",12
"(u'stay', u'downtown')",12
"(u'went', u'room')",12
"(u'downtown', u'hotel')",12
"(u'room', u'perfect')",12
"(u'gold', u'coast')",11
"(u'better', u'service')",11
"(u'would', u'give')",11
"(u'stayed', u'sofitel')",11
"(u'stay', u'swissotel')",11
"(u'convenient', u'location')",11
"(u'kimpton', u'hotel')",11
"(u'rooms', u'well')",11
"(u'lobby', u'area')",11
"(u'stayed', u'swissotel')",11
"(u'stayed', u'two')",11
"(u'well', u'decorated')",11
"(u'stay', u'great')",11
"(u'centrally', u'located')",11
"(u'cigarette', u'smoke')",11
"(u'could', u'make')",11
"(u'checked', u'room')",11
"(u'red', u'line')",11
"(u'desk', u'person')",11
"(u'staying', u'chicago')",11
"(u'perfect', u'location')",11
"(u'call', u'front')",11
"(u'great', u'staff')",11
"(u'stay', u'amalfi')",11
"(u'best', u'ever')",11
"(u'could', u'find')",11
"(u'pleasantly', u'surprised')",11
"(u'room', u'staff')",11
"(u'say', u'hotel')",11
"(u'cell', u'phone')",11
"(u'reasonable', u'price')",11
"(u'stayed', u'many')",11
"(u'good', u'thing')",11
"(u'would', u'think')",11
"(u'within', u'minutes')",11
"(u'would', u'definately')",11
"(u'worth', u'price')",11
"(u'beautiful', u'room')",11
"(u'ever', u'slept')",11
"(u'room', u'bathroom')",11
"(u'could', u'see')",11
"(u'stay', u'visiting')",11
"(u'good', u'deal')",11
"(u'nice', u'clean')",11
"(u'hotel', u'excellent')",11
"(u'extremely', u'helpful')",11
"(u'called', u'desk')",11
"(u'view', u'lake')",11
"(u'rooms', u'comfortable')",11
"(u'city', u'hotel')",11
"(u'hotel', u'close')",11
"(u'high', u'quality')",11
"(u'end', u'hotel')",11
"(u'chicago', u'staying')",11
"(u'would', u'like')",11
"(u'want', u'stay')",11
"(u'short', u'walk')",11
"(u'free', u'wifi')",11
"(u'spent', u'time')",11
"(u'everything', u'needed')",11
"(u'give', u'us')",11
"(u'want', u'leave')",11
"(u'delivered', u'room')",11
"(u'well', u'worth')",11
"(u'traveled', u'chicago')",11
"(u'heart', u'downtown')",11
"(u'bad', u'experience')",11
"(u'night', u'long')",11
"(u'hear', u'people')",11
"(u'would', u'return')",11
"(u'staff', u'polite')",11
"(u'comfortable', u'hotel')",11
"(u'hotel', u'husband')",11
"(u'long', u'weekend')",11
"(u'like', u'royalty')",11
"(u'well', u'kept')",11
"(u'north', u'michigan')",11
"(u'hotel', u'service')",11
"(u'room', u'given')",11
"(u'quiet', u'room')",11
"(u'fitness', u'room')",11
"(u'rooms', u'large')",11
"(u'stay', u'night')",11
"(u'close', u'everything')",11
"(u'romantic', u'weekend')",10
"(u'internet', u'service')",10
"(u'around', u'corner')",10
"(u'stayed', u'room')",10
"(u'clean', u'staff')",10
"(u'entered', u'room')",10
"(u'american', u'girl')",10
"(u'health', u'club')",10
"(u'well', u'maintained')",10
"(u'staff', u'made')",10
"(u'maid', u'service')",10
"(u'fresh', u'towels')",10
"(u'disappointed', u'hotel')",10
"(u'staff', u'courteous')",10
"(u'service', u'room')",10
"(u'chicago', u'recently')",10
"(u'weekend', u'trip')",10
"(u'hotels', u'area')",10
"(u'checked', u'hotel')",10
"(u'one', u'person')",10
"(u'nice', u'touch')",10
"(u'stayed', u'james')",10
"(u'clean', u'bed')",10
"(u'luxury', u'hotels')",10
"(u'stay', u'much')",10
"(u'get', u'pay')",10
"(u'staff', u'seemed')",10
"(u'chicago', u'location')",10
"(u'took', u'advantage')",10
"(u'easy', u'get')",10
"(u'street', u'noise')",10
"(u'room', u'decor')",10
"(u'entire', u'hotel')",10
"(u'definately', u'stay')",10
"(u'large', u'bathroom')",10
"(u'recently', u'renovated')",10
"(u'made', u'sure')",10
"(u'two', u'people')",10
"(u'floor', u'view')",10
"(u'last', u'week')",10
"(u'staff', u'always')",10
"(u'nights', u'sleep')",10
"(u'staying', u'next')",10
"(u'room', u'much')",10
"(u'time', u'stayed')",10
"(u'wait', u'go')",10
"(u'rest', u'stay')",10
"(u'many', u'times')",10
"(u'staff', u'professional')",10
"(u'staff', u'member')",10
"(u'hotel', u'friends')",10
"(u'going', u'chicago')",10
"(u'get', u'good')",10
"(u'hotel', u'seems')",10
"(u'went', u'way')",10
"(u'luxurious', u'hotel')",10
"(u'next', u'room')",10
"(u'given', u'room')",10
"(u'called', u'room')",10
"(u'room', u'get')",10
"(u'bed', u'extremely')",10
"(u'stay', u'palmer')",10
"(u'stayed', u'allegro')",10
"(u'asked', u'could')",10
"(u'fantastic', u'hotel')",10
"(u'wish', u'could')",10
"(u'clean', u'hotel')",10
"(u'two', u'double')",10
"(u'perfect', u'place')",10
"(u'come', u'chicago')",10
"(u'stay', u'homewood')",10
"(u'extra', u'towels')",10
"(u'one', u'block')",10
"(u'travel', u'chicago')",10
"(u'room', u'beautiful')",10
"(u'hotel', u'place')",10
"(u'hotel', u'downtown')",10
"(u'best', u'hotels')",10
"(u'service', u'took')",10
"(u'chicago', u'downtown')",10
"(u'food', u'good')",10
"(u'better', u'hotels')",10
"(u'double', u'bed')",10
"(u'night', u'hotel')",10
"(u'twenty', u'minutes')",10
"(u'room', u'stayed')",10
"(u'heart', u'chicago')",10
"(u'decided', u'go')",10
"(u'rooms', u'great')",10
"(u'also', u'nice')",10
"(u'wanted', u'stay')",10
"(u'staff', u'members')",10
"(u'hotel', u'price')",10
"(u'large', u'room')",10
"(u'service', u'received')",10
"(u'say', u'least')",10
"(u'stayed', u'conrad')",10
"(u'arrived', u'late')",10
"(u'go', u'hotel')",10
"(u'let', u'say')",9
"(u'time', u'staying')",9
"(u'enjoy', u'stay')",9
"(u'disturb', u'sign')",9
"(u'never', u'stayed')",9
"(u'would', u'hesitate')",9
"(u'save', u'money')",9
"(u'city', u'view')",9
"(u'rush', u'street')",9
"(u'desk', u'ask')",9
"(u'weekend', u'away')",9
"(u'hotel', u'offered')",9
"(u'distance', u'many')",9
"(u'right', u'heart')",9
"(u'woman', u'front')",9
"(u'full', u'price')",9
"(u'suites', u'hilton')",9
"(u'would', u'get')",9
"(u'definitely', u'worth')",9
"(u'greeted', u'us')",9
"(u'paper', u'thin')",9
"(u'clean', u'bathroom')",9
"(u'turn', u'service')",9
"(u'close', u'shopping')",9
"(u'someone', u'came')",9
"(u'walking', u'around')",9
"(u'places', u'eat')",9
"(u'hot', u'tub')",9
"(u'time', u'stay')",9
"(u'traveling', u'chicago')",9
"(u'bar', u'restaurant')",9
"(u'extremely', u'friendly')",9
"(u'hotel', u'felt')",9
"(u'food', u'delicious')",9
"(u'big', u'city')",9
"(u'another', u'minutes')",9
"(u'time', u'visit')",9
"(u'room', u'quite')",9
"(u'stay', u'recommend')",9
"(u'quality', u'service')",9
"(u'room', u'asked')",9
"(u'room', u'got')",9
"(u'fine', u'dining')",9
"(u'happy', u'hour')",9
"(u'desk', u'told')",9
"(u'room', u'like')",9
"(u'good', u'food')",9
"(u'outside', u'hotel')",9
"(u'hotel', u'right')",9
"(u'chose', u'hotel')",9
"(u'many', u'great')",9
"(u'stay', u'sheraton')",9
"(u'plasma', u'tv')",9
"(u'nice', u'location')",9
"(u'took', u'hour')",9
"(u'nice', u'staff')",9
"(u'hotel', u'heart')",9
"(u'would', u'come')",9
"(u'would', u'great')",9
"(u'open', u'door')",9
"(u'good', u'things')",9
"(u'room', u'really')",9
"(u'staff', u'attentive')",9
"(u'front', u'door')",9
"(u'never', u'heard')",9
"(u'rooms', u'modern')",9
"(u'brought', u'us')",9
"(u'high', u'expectations')",9
"(u'pleasant', u'experience')",9
"(u'get', u'us')",9
"(u'hotel', u'family')",9
"(u'two', u'blocks')",9
"(u'excellent', u'hotel')",9
"(u'reading', u'reviews')",9
"(u'chicago', u'wife')",9
"(u'got', u'home')",9
"(u'desk', u'chair')",9
"(u'made', u'way')",9
"(u'first', u'glance')",9
"(u'make', u'stay')",9
"(u'shower', u'tub')",9
"(u'found', u'hotel')",9
"(u'big', u'deal')",9
"(u'stayed', u'hilton')",9
"(u'upgraded', u'suite')",9
"(u'general', u'manager')",9
"(u'weekend', u'stay')",9
"(u'easy', u'walk')",9
"(u'ever', u'seen')",9
"(u'staff', u'wonderful')",9
"(u'wonderful', u'time')",9
"(u'stayed', u'palmer')",9
"(u'small', u'room')",9
"(u'free', u'wireless')",9
"(u'experience', u'stay')",9
"(u'location', u'right')",9
"(u'sounded', u'like')",9
"(u'nice', u'view')",9
"(u'chain', u'hotel')",9
"(u'hotel', u'night')",9
"(u'hotel', u'weekend')",9
"(u'room', u'beds')",9
"(u'family', u'stayed')",9
"(u'bathroom', u'door')",9
"(u'want', u'go')",9
"(u'pretty', u'good')",9
"(u'chose', u'stay')",9
"(u'chicago', u'many')",9
"(u'bar', u'area')",9
"(u'arrived', u'find')",9
"(u'many', u'places')",9
"(u'bathroom', u'small')",9
"(u'help', u'us')",9
"(u'located', u'downtown')",9
"(u'modern', u'decor')",9
"(u'public', u'transportation')",9
"(u'everything', u'could')",9
"(u'nothing', u'could')",9
"(u'requested', u'non')",9
"(u'room', u'said')",9
"(u'stay', u'affinia')",9
"(u'waste', u'money')",9
"(u'last', u'month')",9
"(u'located', u'near')",9
"(u'get', u'new')",9
"(u'hotel', u'quite')",9
"(u'room', u'gorgeous')",9
"(u'early', u'morning')",9
"(u'arrived', u'check')",8
"(u'location', u'convenient')",8
"(u'price', u'hotel')",8
"(u'room', u'immediately')",8
"(u'beat', u'location')",8
"(u'finally', u'came')",8
"(u'asked', u'room')",8
"(u'stayed', u'ambassador')",8
"(u'john', u'hancock')",8
"(u'hotel', u'absolutely')",8
"(u'new', u'york')",8
"(u'clean', u'modern')",8
"(u'boutique', u'hotels')",8
"(u'ten', u'minutes')",8
"(u'room', u'upon')",8
"(u'room', u'quiet')",8
"(u'lobby', u'nice')",8
"(u'return', u'chicago')",8
"(u'treated', u'us')",8
"(u'forward', u'staying')",8
"(u'would', u'call')",8
"(u'hotel', u'truly')",8
"(u'sound', u'system')",8
"(u'better', u'hotel')",8
"(u'could', u'tell')",8
"(u'long', u'wait')",8
"(u'helping', u'us')",8
"(u'top', u'floor')",8
"(u'great', u'city')",8
"(u'corner', u'suite')",8
"(u'room', u'rooms')",8
"(u'like', u'someone')",8
"(u'early', u'check')",8
"(u'coffee', u'table')",8
"(u'go', u'room')",8
"(u'hotel', u'two')",8
"(u'service', u'terrible')",8
"(u'stayed', u'week')",8
"(u'concierge', u'desk')",8
"(u'better', u'room')",8
"(u'could', u'stay')",8
"(u'room', u'rate')",8
"(u'worst', u'hotels')",8
"(u'wedding', u'anniversary')",8
"(u'pool', u'area')",8
"(u'us', u'like')",8
"(u'walls', u'thin')",8
"(u'first', u'visit')",8
"(u'place', u'great')",8
"(u'friendly', u'accommodating')",8
"(u'located', u'chicago')",8
"(u'full', u'size')",8
"(u'stayed', u'intercontinental')",8
"(u'got', u'good')",8
"(u'hotel', u'fantastic')",8
"(u'could', u'easily')",8
"(u'hotel', u'highly')",8
"(u'hotel', u'arrived')",8
"(u'morning', u'coffee')",8
"(u'decided', u'take')",8
"(u'location', u'chicago')",8
"(u'king', u'suite')",8
"(u'intercontinental', u'hotel')",8
"(u'wife', u'went')",8
"(u'opened', u'door')",8
"(u'located', u'right')",8
"(u'staying', u'amalfi')",8
"(u'told', u'hotel')",8
"(u'two', u'beds')",8
"(u'nice', u'helpful')",8
"(u'room', u'ok')",8
"(u'queen', u'beds')",8
"(u'room', u'right')",8
"(u'wine', u'reception')",8
"(u'extremely', u'disappointed')",8
"(u'wonderful', u'staff')",8
"(u'booking', u'room')",8
"(u'large', u'clean')",8
"(u'waste', u'time')",8
"(u'business', u'hotel')",8
"(u'wife', u'decided')",8
"(u'visited', u'chicago')",8
"(u'hour', u'later')",8
"(u'us', u'another')",8
"(u'view', u'chicago')",8
"(u'really', u'like')",8
"(u'anywhere', u'else')",8
"(u'bags', u'room')",8
"(u'check', u'process')",8
"(u'would', u'send')",8
"(u'absolutely', u'loved')",8
"(u'checked', u'us')",8
"(u'chicago', u'decided')",8
"(u'location', u'walking')",8
"(u'first', u'class')",8
"(u'room', u'seemed')",8
"(u'located', u'heart')",8
"(u'throughout', u'stay')",8
"(u'well', u'furnished')",8
"(u'easy', u'access')",8
"(u'restaurant', u'downstairs')",8
"(u'two', u'bathrooms')",8
"(u'paid', u'room')",8
"(u'could', u'believe')",8
"(u'hotel', u'amazing')",8
"(u'finally', u'get')",8
"(u'helped', u'us')",8
"(u'little', u'bit')",8
"(u'good', u'reviews')",8
"(u'pillow', u'menu')",8
"(u'could', u'stayed')",8
"(u'everyone', u'know')",8
"(u'restaurants', u'bars')",8
"(u'nothing', u'like')",8
"(u'service', u'slow')",8
"(u'beds', u'great')",8
"(u'heart', u'city')",8
"(u'let', u'know')",8
"(u'poor', u'service')",8
